Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
1340.000000	0.000535992	1340.000000	0.00061939	1340.000000	0.000610738	1340.000000	0.000609504	1340.000000	0.000619319	1340.000000	7.11575e-08	
1360.000000	0.000535109	1360.000000	0.000618342	1360.000000	0.000609472	1360.000000	0.000608242	1360.000000	0.000618272	1360.000000	7.01788e-08	
1380.000000	0.000534286	1380.000000	0.000617356	1380.000000	0.000608261	1380.000000	0.000607034	1380.000000	0.000617287	1380.000000	6.92276e-08	
1400.000000	0.00053352	1400.000000	0.00061643	1400.000000	0.000607101	1400.000000	0.000605878	1400.000000	0.000616361	1400.000000	6.83026e-08	
1420.000000	0.00053281	1420.000000	0.00061556	1420.000000	0.00060599	1420.000000	0.000604771	1420.000000	0.000615493	1420.000000	6.74027e-08	
1440.000000	0.000532153	1440.000000	0.000614745	1440.000000	0.000604926	1440.000000	0.000603711	1440.000000	0.000614678	1440.000000	6.6527e-08	
1460.000000	0.000531547	1460.000000	0.000613982	1460.000000	0.000603907	1460.000000	0.000602697	1460.000000	0.000613916	1460.000000	6.56744e-08	
1480.000000	0.00053099	1480.000000	0.000613269	1480.000000	0.00060293	1480.000000	0.000601725	1480.000000	0.000613204	1480.000000	6.48442e-08	
1500.000000	0.00053048	1500.000000	0.000612605	1500.000000	0.000601994	1500.000000	0.000600794	1500.000000	0.000612541	1500.000000	6.40352e-08	
1520.000000	0.000530016	1520.000000	0.000611987	1520.000000	0.000601098	1520.000000	0.000599903	1520.000000	0.000611924	1520.000000	6.32469e-08	
1540.000000	0.000529596	1540.000000	0.000611414	1540.000000	0.000600241	1540.000000	0.00059905	1540.000000	0.000611351	1540.000000	6.24783e-08	
1560.000000	0.000529219	1560.000000	0.000610883	1560.000000	0.000599421	1560.000000	0.000598232	1560.000000	0.000610822	1560.000000	6.17288e-08	
1580.000000	0.000528883	1580.000000	0.000610394	1580.000000	0.000598636	1580.000000	0.000597449	1580.000000	0.000610333	1580.000000	6.09976e-08	
1600.000000	0.000528586	1600.000000	0.000609945	1600.000000	0.000597886	1600.000000	0.000596699	1600.000000	0.000609884	1600.000000	6.0284e-08	
1620.000000	0.000528327	1620.000000	0.000609534	1620.000000	0.00059717	1620.000000	0.000595981	1620.000000	0.000609474	1620.000000	5.95875e-08	
1640.000000	0.000528105	1640.000000	0.00060916	1640.000000	0.000596485	1640.000000	0.000595293	1640.000000	0.000609101	1640.000000	5.89074e-08	
1660.000000	0.000527919	1660.000000	0.000608821	1660.000000	0.00059583	1660.000000	0.000594634	1660.000000	0.000608763	1660.000000	5.82431e-08	
1680.000000	0.000527768	1680.000000	0.000608517	1680.000000	0.000595203	1680.000000	0.000594003	1680.000000	0.000608459	1680.000000	5.75941e-08	
1700.000000	0.00052765	1700.000000	0.000608246	1700.000000	0.000594604	1700.000000	0.000593399	1700.000000	0.000608189	1700.000000	5.69598e-08	
1750.000000	0.000527495	1750.000000	0.000607706	1750.000000	0.000593214	1750.000000	0.000592001	1750.000000	0.00060765	1750.000000	5.54354e-08	
1800.000000	0.000527526	1800.000000	0.000607349	1800.000000	0.000591966	1800.000000	0.000590748	1800.000000	0.000607295	1800.000000	5.39929e-08	
1850.000000	0.000527731	1850.000000	0.000607162	1850.000000	0.000590846	1850.000000	0.000589629	1850.000000	0.000607109	1850.000000	5.26258e-08	
1900.000000	0.000528097	1900.000000	0.00060713	1900.000000	0.000589842	1900.000000	0.00058863	1900.000000	0.000607079	1900.000000	5.13283e-08	
1950.000000	0.000528613	1950.000000	0.000607242	1950.000000	0.000588947	1950.000000	0.000587741	1950.000000	0.000607192	1950.000000	5.0095e-08	
2000.000000	0.000529269	2000.000000	0.000607487	2000.000000	0.000588151	2000.000000	0.000586952	2000.000000	0.000607438	2000.000000	4.89214e-08	
2100.000000	0.000530964	2100.000000	0.000608337	2100.000000	0.00058683	2100.000000	0.000585643	2100.000000	0.00060829	2100.000000	4.67364e-08	
2200.000000	0.000533118	2200.000000	0.000609615	2200.000000	0.000585822	2200.000000	0.000584641	2200.000000	0.00060957	2200.000000	4.47436e-08	
2300.000000	0.000535679	2300.000000	0.000611263	2300.000000	0.000585073	2300.000000	0.000583899	2300.000000	0.00061122	2300.000000	4.29185e-08	
2400.000000	0.000538603	2400.000000	0.000613236	2400.000000	0.000584545	2400.000000	0.000583377	2400.000000	0.000613195	2400.000000	4.12405e-08	
2500.000000	0.000541851	2500.000000	0.000615495	2500.000000	0.000584202	2500.000000	0.000583043	2500.000000	0.000615455	2500.000000	3.96925e-08	
2600.000000	0.000545392	2600.000000	0.000618006	2600.000000	0.00058402	2600.000000	0.000582868	2600.000000	0.000617967	2600.000000	3.82597e-08	
2700.000000	0.000549198	2700.000000	0.000620741	2700.000000	0.000583977	2700.000000	0.00058283	2700.000000	0.000620704	2700.000000	3.69297e-08	
2800.000000	0.000553245	2800.000000	0.000623675	2800.000000	0.000584053	2800.000000	0.00058291	2800.000000	0.000623639	2800.000000	3.56916e-08	
2900.000000	0.000557514	2900.000000	0.000626788	2900.000000	0.000584234	2900.000000	0.00058309	2900.000000	0.000626754	2900.000000	3.45361e-08	
3000.000000	0.000561985	3000.000000	0.000630062	3000.000000	0.000584504	3000.000000	0.000583357	3000.000000	0.000630029	3000.000000	3.34552e-08	
3200.000000	0.000571478	3200.000000	0.000637029	3200.000000	0.000585263	3200.000000	0.000584107	3200.000000	0.000636998	3200.000000	3.14898e-08	
3400.000000	0.000581617	3400.000000	0.000644472	3400.000000	0.000586246	3400.000000	0.000585083	3400.000000	0.000644442	3400.000000	2.97484e-08	
3600.000000	0.000592323	3600.000000	0.000652308	3600.000000	0.000587396	3600.000000	0.000586226	3600.000000	0.00065228	3600.000000	2.81945e-08	
3800.000000	0.00060353	3800.000000	0.000660474	3800.000000	0.000588667	3800.000000	0.000587495	3800.000000	0.000660447	3800.000000	2.67991e-08	
4000.000000	0.000615184	4000.000000	0.000668917	4000.000000	0.000590027	4000.000000	0.000588856	4000.000000	0.000668891	4000.000000	2.55389e-08	
4200.000000	0.000627244	4200.000000	0.000677595	4200.000000	0.000591452	4200.000000	0.000590284	4200.000000	0.000677571	4200.000000	2.43951e-08	
4400.000000	0.000639674	4400.000000	0.000686475	4400.000000	0.000592925	4400.000000	0.00059176	4400.000000	0.000686452	4400.000000	2.3352e-08	
4600.000000	0.000652444	4600.000000	0.000695529	4600.000000	0.00059443	4600.000000	0.000593268	4600.000000	0.000695506	4600.000000	2.23968e-08	
4800.000000	0.000665531	4800.000000	0.000704732	4800.000000	0.000595955	4800.000000	0.000594797	4800.000000	0.00070471	4800.000000	2.15188e-08	
5000.000000	0.000678912	5000.000000	0.000714065	5000.000000	0.000597492	5000.000000	0.000596337	5000.000000	0.000714044	5000.000000	2.07088e-08	
5250.000000	0.000696027	5250.000000	0.000725889	5250.000000	0.000599419	5250.000000	0.000598267	5250.000000	0.00072587	5250.000000	1.97805e-08	
5500.000000	0.000713546	5500.000000	0.000737864	5500.000000	0.000601341	5500.000000	0.000600192	5500.000000	0.000737845	5500.000000	1.8934e-08	
6000.000000	0.000749705	6000.000000	0.000762181	6000.000000	0.000605143	6000.000000	0.000603997	6000.000000	0.000762163	6000.000000	1.74464e-08	
6500.000000	0.000787237	6500.000000	0.000786877	6500.000000	0.000608854	6500.000000	0.000607711	6500.000000	0.00078686	6500.000000	1.6181e-08	
7000.000000	0.000826033	7000.000000	0.000811856	7000.000000	0.000612451	7000.000000	0.000611311	7000.000000	0.000811841	7000.000000	1.50911e-08	
7500.000000	0.000866014	7500.000000	0.000837048	7500.000000	0.000615925	7500.000000	0.000614787	7500.000000	0.000837034	7500.000000	1.41423e-08	
8000.000000	0.000907118	8000.000000	0.000862401	8000.000000	0.000619279	8000.000000	0.000618136	8000.000000	0.000862388	8000.000000	1.33086e-08	
8500.000000	0.000949299	8500.000000	0.000887877	8500.000000	0.000622492	8500.000000	0.00062136	8500.000000	0.000887864	8500.000000	1.25701e-08	
9000.000000	0.00099252	9000.000000	0.000913445	9000.000000	0.000625568	9000.000000	0.000624462	9000.000000	0.000913433	9000.000000	1.19113e-08	
9500.000000	0.00103675	9500.000000	0.000939082	9500.000000	0.000628532	9500.000000	0.000627447	9500.000000	0.000939071	9500.000000	1.13198e-08	
10000.000000	0.00108197	10000.000000	0.000964772	10000.000000	0.000631398	10000.000000	0.00063032	10000.000000	0.000964761	10000.000000	1.07857e-08	
11000.000000	0.00117531	11000.000000	0.00101625	11000.000000	0.000636835	11000.000000	0.000635753	11000.000000	0.00101624	11000.000000	9.8591e-09	
12000.000000	0.00127243	12000.000000	0.0010678 	12000.000000	0.000641894	12000.000000	0.000640807	12000.000000	0.00106779	12000.000000	9.08262e-09	
13000.000000	0.00137325	13000.000000	0.00111937	13000.000000	0.000646608	13000.000000	0.000645522	13000.000000	0.00111936	13000.000000	8.42227e-09	
14000.000000	0.00147772	14000.000000	0.00117092	14000.000000	0.000651015	14000.000000	0.000649936	14000.000000	0.00117091	14000.000000	7.85361e-09	
15000.000000	0.00158582	15000.000000	0.00122243	15000.000000	0.000655149	15000.000000	0.000654081	15000.000000	0.00122242	15000.000000	7.35866e-09	
16000.000000	0.00169751	16000.000000	0.00127388	16000.000000	0.000659042	16000.000000	0.000657984	16000.000000	0.00127387	16000.000000	6.92384e-09	
17000.000000	0.0018128 	17000.000000	0.00132526	17000.000000	0.00066272	17000.000000	0.000661671	17000.000000	0.00132525	17000.000000	6.53875e-09	
18000.000000	0.00193166	18000.000000	0.00137656	18000.000000	0.000666203	18000.000000	0.000665163	18000.000000	0.00137656	18000.000000	6.19524e-09	
19000.000000	0.00205411	19000.000000	0.00142779	19000.000000	0.000669511	19000.000000	0.000668477	19000.000000	0.00142778	19000.000000	5.88688e-09	
20000.000000	0.00218015	20000.000000	0.00147893	20000.000000	0.000672659	20000.000000	0.00067163	20000.000000	0.00147893	20000.000000	5.60849e-09	
21000.000000	0.00230977	21000.000000	0.00152999	21000.000000	0.000675665	21000.000000	0.000674637	21000.000000	0.00152999	21000.000000	5.35588e-09	
22000.000000	0.00244298	22000.000000	0.00158097	22000.000000	0.000678542	22000.000000	0.000677509	22000.000000	0.00158096	22000.000000	5.12559e-09	
23000.000000	0.00257981	23000.000000	0.00163186	23000.000000	0.000681264	23000.000000	0.000680257	23000.000000	0.00163186	23000.000000	4.91476e-09	
24000.000000	0.00272024	24000.000000	0.00168267	24000.000000	0.00068387	24000.000000	0.000682891	24000.000000	0.00168267	24000.000000	4.72101e-09	
25000.000000	0.00286431	25000.000000	0.0017334 	25000.000000	0.0006864 	25000.000000	0.000685421	25000.000000	0.00173339	25000.000000	4.54233e-09	
26000.000000	0.00301202	26000.000000	0.00178404	26000.000000	0.000688831	26000.000000	0.000687853	26000.000000	0.00178404	26000.000000	4.37701e-09	
27000.000000	0.00316338	27000.000000	0.00183461	27000.000000	0.000691156	27000.000000	0.000690194	27000.000000	0.0018346 	27000.000000	4.2236e-09	
28000.000000	0.00331842	28000.000000	0.0018851 	28000.000000	0.000693392	28000.000000	0.000692452	28000.000000	0.00188509	28000.000000	4.08084e-09	
29000.000000	0.00347714	29000.000000	0.00193551	29000.000000	0.000695553	29000.000000	0.000694631	29000.000000	0.0019355 	29000.000000	3.94765e-09	
30000.000000	0.00363957	30000.000000	0.00198584	30000.000000	0.000697645	30000.000000	0.000696736	30000.000000	0.00198584	30000.000000	3.82309e-09	
32000.000000	0.00397559	32000.000000	0.00208629	32000.000000	0.000701625	32000.000000	0.000700745	32000.000000	0.00208629	32000.000000	3.5967e-09	
34000.000000	0.00432665	34000.000000	0.00218646	34000.000000	0.000705352	34000.000000	0.00070451	34000.000000	0.00218646	34000.000000	3.39622e-09	
36000.000000	0.00469286	36000.000000	0.00228636	36000.000000	0.000708862	36000.000000	0.00070806	36000.000000	0.00228636	36000.000000	3.21742e-09	
38000.000000	0.0050744 	38000.000000	0.00238601	38000.000000	0.000712184	38000.000000	0.000711416	38000.000000	0.002386  	38000.000000	3.05694e-09	
40000.000000	0.00547142	40000.000000	0.00248541	40000.000000	0.000715335	40000.000000	0.000714599	40000.000000	0.0024854 	40000.000000	2.91207e-09	
42000.000000	0.00588407	42000.000000	0.00258457	42000.000000	0.000718328	42000.000000	0.000717625	42000.000000	0.00258456	42000.000000	2.78063e-09	
44000.000000	0.00631251	44000.000000	0.0026835 	44000.000000	0.000721175	44000.000000	0.000720508	44000.000000	0.0026835 	44000.000000	2.66081e-09	
46000.000000	0.00675692	46000.000000	0.00278222	46000.000000	0.000723889	46000.000000	0.000723262	46000.000000	0.00278222	46000.000000	2.55114e-09	
48000.000000	0.00721746	48000.000000	0.00288073	48000.000000	0.000726481	48000.000000	0.000725896	48000.000000	0.00288073	48000.000000	2.45036e-09	
50000.000000	0.00769429	50000.000000	0.00297904	50000.000000	0.00072896	50000.000000	0.000728422	50000.000000	0.00297904	50000.000000	2.35742e-09	
