Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.450000	0.0270756 	0.450000	0.0348252 	0.450000	0.0351504 	0.450000	0.0351504 	0.450000	0.0347973 	0.450000	2.79632e-05	
0.500000	0.0256175 	0.500000	0.0324413 	0.500000	0.032729  	0.500000	0.032729  	0.500000	0.0324158 	0.500000	2.54947e-05	
0.600000	0.0231971 	0.600000	0.028705  	0.600000	0.0289121 	0.600000	0.0289121 	0.600000	0.0286833 	0.600000	2.17182e-05	
0.700000	0.0212462 	0.700000	0.0258842 	0.700000	0.0260332 	0.700000	0.0260332 	0.700000	0.0258653 	0.700000	1.89582e-05	
0.800000	0.0196281 	0.800000	0.0236562 	0.800000	0.0237712 	0.800000	0.0237712 	0.800000	0.0236394 	0.800000	1.68481e-05	
0.900000	0.018259  	0.900000	0.0218372 	0.900000	0.0219355 	0.900000	0.0219355 	0.900000	0.0218221 	0.900000	1.51796e-05	
1.000000	0.0170828 	1.000000	0.020315  	1.000000	0.0204078 	1.000000	0.0204078 	1.000000	0.0203011 	1.000000	1.38256e-05	
1.250000	0.0147516 	1.250000	0.0173844 	1.250000	0.0174876 	1.250000	0.0174876 	1.250000	0.0173731 	1.250000	1.13381e-05	
1.500000	0.0130149 	1.500000	0.0152573 	1.500000	0.0153818 	1.500000	0.0153818 	1.500000	0.0152477 	1.500000	9.63751e-06	
1.750000	0.0116667 	1.750000	0.0136298 	1.750000	0.0137754 	1.750000	0.0137754 	1.750000	0.0136214 	1.750000	8.39775e-06	
2.000000	0.0105874 	2.000000	0.0123383 	2.000000	0.0125018 	2.000000	0.0125018 	2.000000	0.0123308 	2.000000	7.45188e-06	
2.250000	0.00970236	2.250000	0.0112852 	2.250000	0.0114632 	2.250000	0.0114632 	2.250000	0.0112785 	2.250000	6.70533e-06	
2.500000	0.00892357	2.500000	0.0104085 	2.500000	0.0105977 	2.500000	0.0105977 	2.500000	0.0104024 	2.500000	6.10035e-06	
3.000000	0.00779187	3.000000	0.00902831	3.000000	0.00923284	3.000000	0.00923284	3.000000	0.00902313	3.000000	5.17816e-06	
3.500000	0.00693297	3.500000	0.00798808	3.500000	0.00820104	3.500000	0.00820104	3.500000	0.00798357	3.500000	4.50693e-06	
4.000000	0.00625698	4.000000	0.00717381	4.000000	0.00739086	4.000000	0.00739086	4.000000	0.00716981	4.000000	3.9955e-06	
4.500000	0.00570996	4.500000	0.00651784	4.500000	0.00673622	4.500000	0.00673622	4.500000	0.00651424	4.500000	3.59227e-06	
5.000000	0.00525749	5.000000	0.00597732	5.000000	0.00619526	5.000000	0.00619526	5.000000	0.00597405	5.000000	3.26582e-06	
5.500000	0.00487654	5.500000	0.00552372	5.500000	0.00574009	5.500000	0.00574009	5.500000	0.00552073	5.500000	2.99588e-06	
6.000000	0.00455106	6.000000	0.0051373 	6.000000	0.00535134	6.000000	0.00535134	6.000000	0.00513453	6.000000	2.76878e-06	
6.500000	0.00426952	6.500000	0.0048039 	6.500000	0.00501515	6.500000	0.00501515	6.500000	0.00480133	6.500000	2.57495e-06	
7.000000	0.0040234 	7.000000	0.00451313	7.000000	0.0047213 	7.000000	0.0047213 	7.000000	0.00451073	7.000000	2.4075e-06	
7.500000	0.00380629	7.500000	0.00425717	7.500000	0.0044621 	7.500000	0.0044621 	7.500000	0.00425491	7.500000	2.26131e-06	
8.000000	0.00361325	8.000000	0.00403002	8.000000	0.00423161	8.000000	0.00423161	8.000000	0.00402789	8.000000	2.13252e-06	
8.500000	0.0034404 	8.500000	0.00382699	8.500000	0.00402523	8.500000	0.00402523	8.500000	0.00382497	8.500000	2.01818e-06	
9.000000	0.00328467	9.000000	0.00364437	9.000000	0.00383927	9.000000	0.00383927	9.000000	0.00364245	9.000000	1.91593e-06	
9.500000	0.0031436 	9.500000	0.00347918	9.500000	0.00367077	9.500000	0.00367077	9.500000	0.00347735	9.500000	1.82395e-06	
10.000000	0.00301515	10.000000	0.00344648	10.000000	0.00351734	10.000000	0.00351734	10.000000	0.00344474	10.000000	1.74073e-06	
11.000000	0.00278982	11.000000	0.00319368	11.000000	0.00324488	11.000000	0.0032449 	11.000000	0.00319208	11.000000	1.59596e-06	
12.000000	0.00259845	12.000000	0.00297784	12.000000	0.00301394	12.000000	0.00301399	12.000000	0.00297637	12.000000	1.47424e-06	
13.000000	0.00243379	13.000000	0.00279133	13.000000	0.00281571	13.000000	0.00281574	13.000000	0.00278996	13.000000	1.37042e-06	
14.000000	0.0022905 	14.000000	0.00262848	14.000000	0.00264368	14.000000	0.00264367	14.000000	0.0026272 	14.000000	1.28076e-06	
15.000000	0.00216461	15.000000	0.00248499	15.000000	0.00249293	15.000000	0.00249293	15.000000	0.00248379	15.000000	1.20253e-06	
16.000000	0.00205308	16.000000	0.00235757	16.000000	0.00235982	16.000000	0.00235979	16.000000	0.00235644	16.000000	1.13365e-06	
17.000000	0.00195354	17.000000	0.00224362	17.000000	0.00224146	17.000000	0.00224136	17.000000	0.00224254	17.000000	1.07251e-06	
18.000000	0.00186413	18.000000	0.00214108	18.000000	0.00213549	18.000000	0.00213534	18.000000	0.00214006	18.000000	1.01787e-06	
19.000000	0.00178334	19.000000	0.0020483 	19.000000	0.00204006	19.000000	0.00203991	19.000000	0.00204733	19.000000	9.68723e-07	
20.000000	0.00170996	20.000000	0.00196393	20.000000	0.00195373	20.000000	0.00195359	20.000000	0.001963  	20.000000	9.24276e-07	
21.000000	0.001643  	21.000000	0.00188685	21.000000	0.0018753 	21.000000	0.00187515	21.000000	0.00188597	21.000000	8.83877e-07	
22.000000	0.00158164	22.000000	0.00181616	22.000000	0.00180374	22.000000	0.00180359	22.000000	0.00181531	22.000000	8.4699e-07	
23.000000	0.00152519	23.000000	0.00175107	23.000000	0.00173821	23.000000	0.00173806	23.000000	0.00175026	23.000000	8.13171e-07	
24.000000	0.00147307	24.000000	0.00169094	24.000000	0.00167808	24.000000	0.00167786	24.000000	0.00169016	24.000000	7.82047e-07	
25.000000	0.00142479	25.000000	0.00163521	25.000000	0.00162271	25.000000	0.0016224 	25.000000	0.00163445	25.000000	7.53305e-07	
27.000000	0.00133816	27.000000	0.00153512	27.000000	0.00152406	27.000000	0.00152367	27.000000	0.00153442	27.000000	7.01939e-07	
29.000000	0.00126259	29.000000	0.00144776	29.000000	0.00143895	29.000000	0.00143857	29.000000	0.00144711	29.000000	6.57362e-07	
31.000000	0.00119606	31.000000	0.00137081	31.000000	0.00136375	31.000000	0.00136336	31.000000	0.00137019	31.000000	6.18298e-07	
33.000000	0.001137  	33.000000	0.00130249	33.000000	0.001296  	33.000000	0.00129564	33.000000	0.00130191	33.000000	5.83773e-07	
35.000000	0.00108422	35.000000	0.00124141	35.000000	0.0012354 	35.000000	0.00123508	35.000000	0.00124086	35.000000	5.53029e-07	
38.000000	0.00101472	38.000000	0.00116099	38.000000	0.00115577	38.000000	0.00115533	38.000000	0.00116048	38.000000	5.12735e-07	
41.000000	0.000954691	41.000000	0.00109154	41.000000	0.00108688	41.000000	0.00108642	41.000000	0.00109106	41.000000	4.78101e-07	
44.000000	0.000902284	44.000000	0.00103092	44.000000	0.00102667	44.000000	0.00102626	44.000000	0.00103048	44.000000	4.48e-07  	
47.000000	0.000856108	47.000000	0.000977544	47.000000	0.000973643	47.000000	0.00097325	47.000000	0.000977122	47.000000	4.21587e-07	
50.000000	0.000815095	50.000000	0.000930159	50.000000	0.000926539	50.000000	0.00092617	50.000000	0.00092976	50.000000	3.98217e-07	
55.000000	0.000756018	55.000000	0.000861967	55.000000	0.000858714	55.000000	0.000858374	55.000000	0.000861603	55.000000	3.64711e-07	
60.000000	0.000706139	60.000000	0.000804468	60.000000	0.0008015 	60.000000	0.000801163	60.000000	0.000804132	60.000000	3.36574e-07	
65.000000	0.000663426	65.000000	0.000755303	65.000000	0.000752606	65.000000	0.000752208	65.000000	0.000754991	65.000000	3.12599e-07	
70.000000	0.000626409	70.000000	0.000712764	70.000000	0.000710183	70.000000	0.000709822	70.000000	0.000712472	70.000000	2.91918e-07	
75.000000	0.000594  	75.000000	0.000675582	75.000000	0.00067309	75.000000	0.000672749	75.000000	0.000675308	75.000000	2.73887e-07	
80.000000	0.00056537	80.000000	0.000642794	80.000000	0.000640361	80.000000	0.000640039	80.000000	0.000642536	80.000000	2.58024e-07	
85.000000	0.000539881	85.000000	0.000613658	85.000000	0.000611262	85.000000	0.000610957	85.000000	0.000613414	85.000000	2.43956e-07	
90.000000	0.000517033	90.000000	0.000587589	90.000000	0.000585217	90.000000	0.000584924	90.000000	0.000587357	90.000000	2.31391e-07	
95.000000	0.000496427	95.000000	0.000564122	95.000000	0.000561828	95.000000	0.000561481	95.000000	0.000563902	95.000000	2.20098e-07	
100.000000	0.00047774	100.000000	0.000542883	100.000000	0.000540587	100.000000	0.000540255	100.000000	0.000542673	100.000000	2.09891e-07	
105.000000	0.000460711	105.000000	0.000523565	105.000000	0.000521261	105.000000	0.000520944	105.000000	0.000523365	105.000000	2.00619e-07	
110.000000	0.000445123	110.000000	0.000505918	110.000000	0.000503603	110.000000	0.000503297	110.000000	0.000505726	110.000000	1.92157e-07	
115.000000	0.000430796	115.000000	0.000489731	115.000000	0.000487402	115.000000	0.000487108	115.000000	0.000489547	115.000000	1.84404e-07	
120.000000	0.000417579	120.000000	0.00047483	120.000000	0.000472484	120.000000	0.0004722 	120.000000	0.000474652	120.000000	1.77272e-07	
125.000000	0.000405346	125.000000	0.000461064	125.000000	0.000458703	125.000000	0.000458428	125.000000	0.000460894	125.000000	1.70689e-07	
130.000000	0.000393987	130.000000	0.00044831	130.000000	0.000445931	130.000000	0.000445664	130.000000	0.000448145	130.000000	1.64594e-07	
135.000000	0.00038341	135.000000	0.000436457	135.000000	0.000434055	135.000000	0.000433803	135.000000	0.000436298	135.000000	1.58932e-07	
140.000000	0.000373535	140.000000	0.000425414	140.000000	0.000423021	140.000000	0.00042275	140.000000	0.00042526	140.000000	1.5366e-07	
145.000000	0.000364292	145.000000	0.000415099	145.000000	0.000412721	145.000000	0.000412426	145.000000	0.00041495	145.000000	1.48738e-07	
150.000000	0.00035562	150.000000	0.000405442	150.000000	0.000403047	150.000000	0.000402761	150.000000	0.000405298	150.000000	1.44132e-07	
155.000000	0.000343411	155.000000	0.000396383	155.000000	0.000393969	155.000000	0.000393694	155.000000	0.000396243	155.000000	1.39811e-07	
160.000000	0.000336255	160.000000	0.000387866	160.000000	0.00038544	160.000000	0.00038517	160.000000	0.00038773	160.000000	1.35751e-07	
165.000000	0.000329506	165.000000	0.000379845	165.000000	0.000377406	165.000000	0.000377142	165.000000	0.000379713	165.000000	1.31927e-07	
170.000000	0.000323132	170.000000	0.000372277	170.000000	0.000369826	170.000000	0.000369569	170.000000	0.000372148	170.000000	1.2832e-07	
175.000000	0.0003171 	175.000000	0.000365124	175.000000	0.000362664	175.000000	0.000362412	175.000000	0.000365  	175.000000	1.24912e-07	
180.000000	0.000311383	180.000000	0.000358354	180.000000	0.000355884	180.000000	0.000355638	180.000000	0.000358233	180.000000	1.21685e-07	
185.000000	0.000305958	185.000000	0.000351937	185.000000	0.00034946	185.000000	0.000349218	185.000000	0.000351818	185.000000	1.18627e-07	
190.000000	0.000300802	190.000000	0.000345845	190.000000	0.000343362	190.000000	0.000343124	190.000000	0.000345729	190.000000	1.15724e-07	
195.000000	0.000295895	195.000000	0.000340054	195.000000	0.000337563	195.000000	0.000337333	195.000000	0.000339941	195.000000	1.12964e-07	
200.000000	0.00029122	200.000000	0.000334543	200.000000	0.000332046	200.000000	0.000331822	200.000000	0.000334432	200.000000	1.10336e-07	
210.000000	0.000282501	210.000000	0.000324282	210.000000	0.000321815	210.000000	0.000321565	210.000000	0.000324176	210.000000	1.05444e-07	
220.000000	0.000274532	220.000000	0.000314925	220.000000	0.000312463	220.000000	0.000312214	220.000000	0.000314824	220.000000	1.0098e-07	
230.000000	0.00026722	230.000000	0.000306357	230.000000	0.000303896	230.000000	0.000303657	230.000000	0.00030626	230.000000	9.68899e-08	
240.000000	0.000260485	240.000000	0.000298483	240.000000	0.000296029	240.000000	0.000295796	240.000000	0.00029839	240.000000	9.31287e-08	
250.000000	0.000254263	250.000000	0.000291223	250.000000	0.000288778	250.000000	0.000288552	250.000000	0.000291134	250.000000	8.96575e-08	
260.000000	0.000248497	260.000000	0.000284508	260.000000	0.000282075	260.000000	0.000281854	260.000000	0.000284422	260.000000	8.64438e-08	
270.000000	0.000243137	270.000000	0.000278279	270.000000	0.000275861	270.000000	0.000275646	270.000000	0.000278196	270.000000	8.34596e-08	
280.000000	0.000238143	280.000000	0.000272487	280.000000	0.000270085	280.000000	0.000269875	280.000000	0.000272406	280.000000	8.0681e-08	
290.000000	0.000233478	290.000000	0.000267086	290.000000	0.000264699	290.000000	0.000264498	290.000000	0.000267008	290.000000	7.80871e-08	
300.000000	0.000229111	300.000000	0.000262039	300.000000	0.000259688	300.000000	0.000259476	300.000000	0.000261964	300.000000	7.566e-08 	
310.000000	0.000225015	310.000000	0.000257314	310.000000	0.000255003	310.000000	0.000254777	310.000000	0.000257241	310.000000	7.33839e-08	
320.000000	0.000221164	320.000000	0.00025288	320.000000	0.000250592	320.000000	0.000250371	320.000000	0.000252809	320.000000	7.12449e-08	
330.000000	0.000217539	330.000000	0.000248713	330.000000	0.000246446	330.000000	0.000246232	330.000000	0.000248644	330.000000	6.92311e-08	
340.000000	0.00021412	340.000000	0.000244789	340.000000	0.000242547	340.000000	0.000242336	340.000000	0.000244721	340.000000	6.73314e-08	
350.000000	0.00021089	350.000000	0.000241088	350.000000	0.000238872	350.000000	0.000238665	350.000000	0.000241022	350.000000	6.55365e-08	
360.000000	0.000207834	360.000000	0.000237592	360.000000	0.000235403	360.000000	0.000235199	360.000000	0.000237528	360.000000	6.38378e-08	
370.000000	0.000204939	370.000000	0.000234285	370.000000	0.000232102	370.000000	0.000231901	370.000000	0.000234222	370.000000	6.22276e-08	
380.000000	0.000202192	380.000000	0.000231152	380.000000	0.000228977	380.000000	0.000228779	380.000000	0.000231091	380.000000	6.06992e-08	
390.000000	0.000199583	390.000000	0.000228181	390.000000	0.000226015	390.000000	0.00022582	390.000000	0.000228122	390.000000	5.92464e-08	
400.000000	0.000197102	400.000000	0.00022536	400.000000	0.000223203	400.000000	0.000223011	400.000000	0.000225302	400.000000	5.78637e-08	
410.000000	0.00019474	410.000000	0.000222677	410.000000	0.000220531	410.000000	0.000220342	410.000000	0.000222621	410.000000	5.65461e-08	
420.000000	0.000192489	420.000000	0.000220124	420.000000	0.000217991	420.000000	0.000217804	420.000000	0.000220069	420.000000	5.5289e-08	
430.000000	0.000190342	430.000000	0.000217692	430.000000	0.00021557	430.000000	0.000215386	430.000000	0.000217638	430.000000	5.40883e-08	
440.000000	0.000188291	440.000000	0.000215373	440.000000	0.000213261	440.000000	0.000213082	440.000000	0.00021532	440.000000	5.29403e-08	
450.000000	0.000186331	450.000000	0.000213159	450.000000	0.000211061	450.000000	0.000210883	450.000000	0.000213107	450.000000	5.18416e-08	
460.000000	0.000184456	460.000000	0.000211043	460.000000	0.000208967	460.000000	0.000208784	460.000000	0.000210992	460.000000	5.07889e-08	
470.000000	0.000182661	470.000000	0.00020902	470.000000	0.000206969	470.000000	0.000206777	470.000000	0.000208971	470.000000	4.97795e-08	
480.000000	0.000180941	480.000000	0.000207084	480.000000	0.000205054	480.000000	0.000204858	480.000000	0.000207036	480.000000	4.88106e-08	
490.000000	0.000179292	490.000000	0.00020523	490.000000	0.000203215	490.000000	0.00020302	490.000000	0.000205183	490.000000	4.78799e-08	
500.000000	0.00017771	500.000000	0.000203453	500.000000	0.000201451	500.000000	0.000201259	500.000000	0.000203406	500.000000	4.69852e-08	
520.000000	0.000174731	520.000000	0.000200113	520.000000	0.000198139	520.000000	0.000197952	520.000000	0.000200068	520.000000	4.52954e-08	
540.000000	0.000171978	540.000000	0.000197032	540.000000	0.000195087	540.000000	0.000194903	540.000000	0.000196988	540.000000	4.37265e-08	
560.000000	0.000169428	560.000000	0.000194183	560.000000	0.000192267	560.000000	0.000192087	560.000000	0.000194141	560.000000	4.22659e-08	
580.000000	0.00016706	580.000000	0.000191544	580.000000	0.000189655	580.000000	0.000189478	580.000000	0.000191503	580.000000	4.09025e-08	
600.000000	0.000164858	600.000000	0.000189093	600.000000	0.000187231	600.000000	0.000187056	600.000000	0.000189053	600.000000	3.9627e-08	
620.000000	0.000162806	620.000000	0.000186812	620.000000	0.000184976	620.000000	0.000184804	620.000000	0.000186774	620.000000	3.8431e-08	
640.000000	0.000160891	640.000000	0.000184687	640.000000	0.000182875	640.000000	0.000182705	640.000000	0.00018465	640.000000	3.73072e-08	
660.000000	0.000159102	660.000000	0.000182704	660.000000	0.000180913	660.000000	0.000180746	660.000000	0.000182667	660.000000	3.62492e-08	
680.000000	0.000157427	680.000000	0.000180849	680.000000	0.000179077	680.000000	0.000178914	680.000000	0.000180814	680.000000	3.52513e-08	
700.000000	0.000155857	700.000000	0.000179114	700.000000	0.000177364	700.000000	0.000177199	700.000000	0.000179079	700.000000	3.43086e-08	
720.000000	0.000154384	720.000000	0.000177487	720.000000	0.000175762	720.000000	0.00017559	720.000000	0.000177453	720.000000	3.34164e-08	
740.000000	0.000153001	740.000000	0.00017596	740.000000	0.000174258	740.000000	0.00017408	740.000000	0.000175927	740.000000	3.25709e-08	
760.000000	0.000151701	760.000000	0.000174526	760.000000	0.000172837	760.000000	0.00017266	760.000000	0.000174494	760.000000	3.17683e-08	
780.000000	0.000150478	780.000000	0.000173177	780.000000	0.000171497	780.000000	0.000171323	780.000000	0.000173146	780.000000	3.10055e-08	
800.000000	0.000149326	800.000000	0.000171908	800.000000	0.000170235	800.000000	0.000170063	800.000000	0.000171878	800.000000	3.02796e-08	
820.000000	0.00014824	820.000000	0.000170713	820.000000	0.000169045	820.000000	0.000168875	820.000000	0.000170683	820.000000	2.95879e-08	
840.000000	0.000147217	840.000000	0.000169586	840.000000	0.000167922	840.000000	0.000167753	840.000000	0.000169557	840.000000	2.89281e-08	
860.000000	0.000146251	860.000000	0.000168523	860.000000	0.000166859	860.000000	0.000166692	860.000000	0.000168494	860.000000	2.82979e-08	
880.000000	0.00014534	880.000000	0.000167519	880.000000	0.000165854	880.000000	0.000165688	880.000000	0.000167491	880.000000	2.76954e-08	
900.000000	0.000144479	900.000000	0.000166571	900.000000	0.000164903	900.000000	0.000164738	900.000000	0.000166544	900.000000	2.71188e-08	
920.000000	0.000143666	920.000000	0.000165676	920.000000	0.000164001	920.000000	0.000163837	920.000000	0.000165649	920.000000	2.65664e-08	
940.000000	0.000142898	940.000000	0.000164829	940.000000	0.000163146	940.000000	0.000162983	940.000000	0.000164803	940.000000	2.60368e-08	
960.000000	0.000142172	960.000000	0.000164028	960.000000	0.000162334	960.000000	0.000162173	960.000000	0.000164003	960.000000	2.55284e-08	
980.000000	0.000141486	980.000000	0.000163271	980.000000	0.000161563	980.000000	0.000161403	980.000000	0.000163246	980.000000	2.50402e-08	
1000.000000	0.000140837	1000.000000	0.000162554	1000.000000	0.000160831	1000.000000	0.000160671	1000.000000	0.000162529	1000.000000	2.45708e-08	
1020.000000	0.000140224	1020.000000	0.000161875	1020.000000	0.000160134	1020.000000	0.000159976	1020.000000	0.000161851	1020.000000	2.41192e-08	
1040.000000	0.000139644	1040.000000	0.000161232	1040.000000	0.000159471	1040.000000	0.000159314	1040.000000	0.000161209	1040.000000	2.36844e-08	
1060.000000	0.000139095	1060.000000	0.000160624	1060.000000	0.000158841	1060.000000	0.000158684	1060.000000	0.000160601	1060.000000	2.32655e-08	
1080.000000	0.000138577	1080.000000	0.000160048	1080.000000	0.00015824	1080.000000	0.000158084	1080.000000	0.000160025	1080.000000	2.28616e-08	
1100.000000	0.000138088	1100.000000	0.000159502	1100.000000	0.000157667	1100.000000	0.000157513	1100.000000	0.00015948	1100.000000	2.24719e-08	
1120.000000	0.000137625	1120.000000	0.000158986	1120.000000	0.000157122	1120.000000	0.000156968	1120.000000	0.000158963	1120.000000	2.20956e-08	
1140.000000	0.000137188	1140.000000	0.000158496	1140.000000	0.000156601	1140.000000	0.000156448	1140.000000	0.000158475	1140.000000	2.17321e-08	
1160.000000	0.000136776	1160.000000	0.000158033	1160.000000	0.000156105	1160.000000	0.000155952	1160.000000	0.000158012	1160.000000	2.13808e-08	
1180.000000	0.000136387	1180.000000	0.000157595	1180.000000	0.000155631	1180.000000	0.000155479	1180.000000	0.000157574	1180.000000	2.10409e-08	
1200.000000	0.00013602	1200.000000	0.00015718	1200.000000	0.000155178	1200.000000	0.000155027	1200.000000	0.000157159	1200.000000	2.0712e-08	
1220.000000	0.000135675	1220.000000	0.000156788	1220.000000	0.000154745	1220.000000	0.000154595	1220.000000	0.000156767	1220.000000	2.03935e-08	
1240.000000	0.00013535	1240.000000	0.000156417	1240.000000	0.000154331	1240.000000	0.000154182	1240.000000	0.000156396	1240.000000	2.0085e-08	
1260.000000	0.000135044	1260.000000	0.000156066	1260.000000	0.000153936	1260.000000	0.000153788	1260.000000	0.000156046	1260.000000	1.9786e-08	
1280.000000	0.000134757	1280.000000	0.000155735	1280.000000	0.000153559	1280.000000	0.000153411	1280.000000	0.000155715	1280.000000	1.94959e-08	
1300.000000	0.000134487	1300.000000	0.000155422	1300.000000	0.000153198	1300.000000	0.000153051	1300.000000	0.000155403	1300.000000	1.92146e-08	
1320.000000	0.000134234	1320.000000	0.000155127	1320.000000	0.000152854	1320.000000	0.000152706	1320.000000	0.000155108	1320.000000	1.89414e-08	
1340.000000	0.000133998	1340.000000	0.000154848	1340.000000	0.000152526	1340.000000	0.000152377	1340.000000	0.00015483	1340.000000	1.86762e-08	
1360.000000	0.000133777	1360.000000	0.000154586	1360.000000	0.000152213	1360.000000	0.000152061	1360.000000	0.000154568	1360.000000	1.84185e-08	
1380.000000	0.000133571	1380.000000	0.00015434	1380.000000	0.000151913	1380.000000	0.000151759	1380.000000	0.000154322	1380.000000	1.8168e-08	
1400.000000	0.00013338	1400.000000	0.000154108	1400.000000	0.000151626	1400.000000	0.00015147	1400.000000	0.00015409	1400.000000	1.79244e-08	
1420.000000	0.000133202	1420.000000	0.000153891	1420.000000	0.000151351	1420.000000	0.000151193	1420.000000	0.000153873	1420.000000	1.76875e-08	
1440.000000	0.000133038	1440.000000	0.000153687	1440.000000	0.000151087	1440.000000	0.000150928	1440.000000	0.00015367	1440.000000	1.7457e-08	
1460.000000	0.000132887	1460.000000	0.000153496	1460.000000	0.000150834	1460.000000	0.000150675	1460.000000	0.000153479	1460.000000	1.72325e-08	
1480.000000	0.000132747	1480.000000	0.000153318	1480.000000	0.000150591	1480.000000	0.000150432	1480.000000	0.000153301	1480.000000	1.7014e-08	
1500.000000	0.00013262	1500.000000	0.000153152	1500.000000	0.000150358	1500.000000	0.000150199	1500.000000	0.000153135	1500.000000	1.6801e-08	
