Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
1100.000000	0.000467168	1100.000000	0.000468788	1100.000000	0.000465359	1100.000000	0.000464853	1100.000000	0.000468723	1100.000000	6.44237e-08	
1120.000000	0.000465603	1120.000000	0.000467352	1120.000000	0.000463938	1120.000000	0.000463434	1120.000000	0.000467289	1120.000000	6.33523e-08	
1140.000000	0.000464125	1140.000000	0.000465994	1140.000000	0.000462586	1140.000000	0.000462084	1140.000000	0.000465932	1140.000000	6.23171e-08	
1160.000000	0.00046273	1160.000000	0.000464709	1160.000000	0.000461298	1160.000000	0.000460798	1160.000000	0.000464648	1160.000000	6.13163e-08	
1180.000000	0.000461414	1180.000000	0.000463493	1180.000000	0.000460071	1180.000000	0.000459574	1180.000000	0.000463433	1180.000000	6.03482e-08	
1200.000000	0.000460174	1200.000000	0.000462344	1200.000000	0.000458902	1200.000000	0.000458407	1200.000000	0.000462285	1200.000000	5.94112e-08	
1220.000000	0.000459005	1220.000000	0.000461258	1220.000000	0.000457786	1220.000000	0.000457296	1220.000000	0.000461199	1220.000000	5.85038e-08	
1240.000000	0.000457905	1240.000000	0.000460231	1240.000000	0.000456723	1240.000000	0.000456237	1240.000000	0.000460174	1240.000000	5.76247e-08	
1260.000000	0.00045687	1260.000000	0.000459262	1260.000000	0.00045571	1260.000000	0.000455227	1260.000000	0.000459205	1260.000000	5.67724e-08	
1280.000000	0.000455898	1280.000000	0.000458347	1280.000000	0.000454745	1280.000000	0.000454264	1280.000000	0.000458291	1280.000000	5.59457e-08	
1300.000000	0.000454986	1300.000000	0.000457485	1300.000000	0.000453828	1300.000000	0.000453347	1300.000000	0.000457429	1300.000000	5.51436e-08	
1320.000000	0.000454131	1320.000000	0.000456672	1320.000000	0.000452955	1320.000000	0.000452471	1320.000000	0.000456617	1320.000000	5.43649e-08	
1340.000000	0.000453332	1340.000000	0.000455906	1340.000000	0.000452125	1340.000000	0.000451637	1340.000000	0.000455853	1340.000000	5.36087e-08	
1360.000000	0.000452585	1360.000000	0.000455187	1360.000000	0.000451336	1360.000000	0.00045084	1360.000000	0.000455134	1360.000000	5.28738e-08	
1380.000000	0.000451889	1380.000000	0.00045451	1380.000000	0.000450583	1380.000000	0.000450081	1380.000000	0.000454458	1380.000000	5.21595e-08	
1400.000000	0.000451241	1400.000000	0.000453876	1400.000000	0.000449865	1400.000000	0.000449356	1400.000000	0.000453824	1400.000000	5.14649e-08	
1420.000000	0.00045064	1420.000000	0.000453281	1420.000000	0.00044918	1420.000000	0.000448665	1420.000000	0.00045323	1420.000000	5.07891e-08	
1440.000000	0.000450085	1440.000000	0.000452725	1440.000000	0.000448524	1440.000000	0.000448006	1440.000000	0.000452675	1440.000000	5.01314e-08	
1460.000000	0.000449572	1460.000000	0.000452205	1460.000000	0.000447898	1460.000000	0.000447377	1460.000000	0.000452156	1460.000000	4.94911e-08	
1480.000000	0.000449101	1480.000000	0.000451721	1480.000000	0.000447298	1480.000000	0.000446777	1480.000000	0.000451672	1480.000000	4.88674e-08	
1500.000000	0.00044867	1500.000000	0.000451271	1500.000000	0.000446725	1500.000000	0.000446205	1500.000000	0.000451222	1500.000000	4.82598e-08	
1520.000000	0.000448278	1520.000000	0.000450853	1520.000000	0.000446178	1520.000000	0.000445659	1520.000000	0.000450805	1520.000000	4.76676e-08	
1540.000000	0.000447923	1540.000000	0.000450467	1540.000000	0.000445655	1540.000000	0.000445139	1540.000000	0.000450419	1540.000000	4.70903e-08	
1560.000000	0.000447603	1560.000000	0.00045011	1560.000000	0.000445157	1560.000000	0.000444643	1560.000000	0.000450064	1560.000000	4.65272e-08	
1580.000000	0.000447319	1580.000000	0.000449783	1580.000000	0.000444682	1580.000000	0.000444171	1580.000000	0.000449737	1580.000000	4.59778e-08	
1600.000000	0.000447068	1600.000000	0.000449484	1600.000000	0.000444229	1600.000000	0.00044372	1600.000000	0.000449438	1600.000000	4.54417e-08	
1620.000000	0.000446849	1620.000000	0.000449212	1620.000000	0.000443798	1620.000000	0.000443291	1620.000000	0.000449167	1620.000000	4.49184e-08	
1640.000000	0.000446662	1640.000000	0.000448965	1640.000000	0.000443388	1640.000000	0.000442883	1640.000000	0.000448921	1640.000000	4.44074e-08	
1660.000000	0.000446504	1660.000000	0.000448744	1660.000000	0.000442998	1660.000000	0.000442494	1660.000000	0.0004487 	1660.000000	4.39082e-08	
1680.000000	0.000446376	1680.000000	0.000448547	1680.000000	0.000442626	1680.000000	0.000442124	1680.000000	0.000448503	1680.000000	4.34205e-08	
1700.000000	0.000446276	1700.000000	0.000448373	1700.000000	0.000442273	1700.000000	0.000441772	1700.000000	0.00044833	1700.000000	4.29439e-08	
1750.000000	0.000446145	1750.000000	0.000448035	1750.000000	0.000441466	1750.000000	0.000440966	1750.000000	0.000447993	1750.000000	4.17983e-08	
1800.000000	0.000446172	1800.000000	0.000447825	1800.000000	0.000440756	1800.000000	0.000440258	1800.000000	0.000447785	1800.000000	4.07141e-08	
1850.000000	0.000446345	1850.000000	0.000447735	1850.000000	0.000440135	1850.000000	0.000439639	1850.000000	0.000447695	1850.000000	3.96865e-08	
1900.000000	0.000446655	1900.000000	0.000447754	1900.000000	0.000439594	1900.000000	0.000439101	1900.000000	0.000447715	1900.000000	3.87111e-08	
1950.000000	0.000447091	1950.000000	0.000447874	1950.000000	0.000439127	1950.000000	0.000438635	1950.000000	0.000447836	1950.000000	3.77839e-08	
2000.000000	0.000447646	2000.000000	0.000448087	2000.000000	0.000438726	2000.000000	0.000438237	2000.000000	0.000448051	2000.000000	3.69015e-08	
2100.000000	0.000449079	2100.000000	0.000448768	2100.000000	0.000438101	2100.000000	0.000437616	2100.000000	0.000448733	2100.000000	3.52584e-08	
2200.000000	0.000450901	2200.000000	0.000449749	2200.000000	0.000437681	2200.000000	0.000437198	2200.000000	0.000449715	2200.000000	3.37597e-08	
2300.000000	0.000453067	2300.000000	0.00045099	2300.000000	0.00043743	2300.000000	0.000436951	2300.000000	0.000450957	2300.000000	3.23868e-08	
2400.000000	0.00045554	2400.000000	0.000452459	2400.000000	0.000437323	2400.000000	0.000436846	2400.000000	0.000452428	2400.000000	3.11245e-08	
2500.000000	0.000458287	2500.000000	0.000454129	2500.000000	0.000437337	2500.000000	0.000436863	2500.000000	0.000454099	2500.000000	2.99597e-08	
2600.000000	0.000461282	2600.000000	0.000455977	2600.000000	0.000437454	2600.000000	0.000436981	2600.000000	0.000455948	2600.000000	2.88815e-08	
2700.000000	0.000464501	2700.000000	0.000457981	2700.000000	0.000437658	2700.000000	0.000437187	2700.000000	0.000457953	2700.000000	2.78805e-08	
2800.000000	0.000467924	2800.000000	0.000460126	2800.000000	0.000437935	2800.000000	0.000437466	2800.000000	0.000460099	2800.000000	2.69486e-08	
2900.000000	0.000471534	2900.000000	0.000462397	2900.000000	0.000438276	2900.000000	0.000437809	2900.000000	0.000462371	2900.000000	2.60788e-08	
3000.000000	0.000475317	3000.000000	0.00046478	3000.000000	0.00043867	3000.000000	0.000438204	3000.000000	0.000464755	3000.000000	2.5265e-08	
3200.000000	0.000483345	3200.000000	0.000469841	3200.000000	0.000439588	3200.000000	0.000439125	3200.000000	0.000469817	3200.000000	2.3785e-08	
3400.000000	0.000491921	3400.000000	0.000475237	3400.000000	0.00044064	3400.000000	0.000440179	3400.000000	0.000475214	3400.000000	2.24735e-08	
3600.000000	0.000500976	3600.000000	0.000480908	3600.000000	0.000441786	3600.000000	0.000441327	3600.000000	0.000480887	3600.000000	2.1303e-08	
3800.000000	0.000510454	3800.000000	0.000486811	3800.000000	0.000443  	3800.000000	0.000442542	3800.000000	0.000486791	3800.000000	2.02517e-08	
4000.000000	0.000520311	4000.000000	0.000492909	4000.000000	0.000444259	4000.000000	0.000443803	4000.000000	0.000492889	4000.000000	1.93021e-08	
4200.000000	0.000530511	4200.000000	0.000499172	4200.000000	0.000445549	4200.000000	0.000445094	4200.000000	0.000499153	4200.000000	1.844e-08 	
4400.000000	0.000541024	4400.000000	0.000505576	4400.000000	0.000446856	4400.000000	0.000446402	4400.000000	0.000505558	4400.000000	1.76538e-08	
4600.000000	0.000551825	4600.000000	0.000512101	4600.000000	0.000448171	4600.000000	0.000447718	4600.000000	0.000512084	4600.000000	1.69337e-08	
4800.000000	0.000562893	4800.000000	0.000518732	4800.000000	0.000449487	4800.000000	0.000449036	4800.000000	0.000518716	4800.000000	1.62717e-08	
5000.000000	0.000574211	5000.000000	0.000525454	5000.000000	0.000450799	5000.000000	0.000450348	5000.000000	0.000525438	5000.000000	1.56609e-08	
5250.000000	0.000588686	5250.000000	0.000533967	5250.000000	0.000452426	5250.000000	0.000451976	5250.000000	0.000533952	5250.000000	1.49608e-08	
5500.000000	0.000603504	5500.000000	0.000542586	5500.000000	0.000454034	5500.000000	0.000453585	5500.000000	0.000542571	5500.000000	1.43223e-08	
6000.000000	0.000634086	6000.000000	0.000560079	6000.000000	0.000457174	6000.000000	0.000456726	6000.000000	0.000560066	6000.000000	1.32e-08  	
6500.000000	0.00066583	6500.000000	0.000577837	6500.000000	0.0004602 	6500.000000	0.000459753	6500.000000	0.000577825	6500.000000	1.22451e-08	
7000.000000	0.000698643	7000.000000	0.000595794	7000.000000	0.000463103	7000.000000	0.000462657	7000.000000	0.000595782	7000.000000	1.14225e-08	
7500.000000	0.000732458	7500.000000	0.000613898	7500.000000	0.000465882	7500.000000	0.000465437	7500.000000	0.000613888	7500.000000	1.07062e-08	
8000.000000	0.000767223	8000.000000	0.000632115	8000.000000	0.000468542	8000.000000	0.000468097	8000.000000	0.000632105	8000.000000	1.00767e-08	
8500.000000	0.000802899	8500.000000	0.000650416	8500.000000	0.000471085	8500.000000	0.000470641	8500.000000	0.000650407	8500.000000	9.51899e-09	
9000.000000	0.000839455	9000.000000	0.000668781	9000.000000	0.000473517	9000.000000	0.000473075	9000.000000	0.000668772	9000.000000	9.02135e-09	
9500.000000	0.000876866	9500.000000	0.000687194	9500.000000	0.000475849	9500.000000	0.000475405	9500.000000	0.000687186	9500.000000	8.5745e-09	
10000.000000	0.000915113	10000.000000	0.000705643	10000.000000	0.000478084	10000.000000	0.000477638	10000.000000	0.000705635	10000.000000	8.17098e-09	
11000.000000	0.000994058	11000.000000	0.000742608	11000.000000	0.00048228	11000.000000	0.000481836	11000.000000	0.0007426 	11000.000000	7.47073e-09	
12000.000000	0.0010762 	12000.000000	0.000779618	12000.000000	0.000486142	12000.000000	0.000485713	12000.000000	0.000779611	12000.000000	6.88379e-09	
13000.000000	0.00116147	13000.000000	0.000816637	13000.000000	0.00048973	13000.000000	0.000489309	13000.000000	0.000816631	13000.000000	6.38452e-09	
14000.000000	0.00124983	14000.000000	0.00085364	14000.000000	0.000493087	14000.000000	0.000492656	14000.000000	0.000853634	14000.000000	5.95448e-09	
15000.000000	0.00134125	15000.000000	0.000890611	15000.000000	0.000496232	15000.000000	0.000495784	15000.000000	0.000890605	15000.000000	5.58012e-09	
16000.000000	0.00143572	16000.000000	0.000927539	16000.000000	0.000499176	16000.000000	0.000498717	16000.000000	0.000927533	16000.000000	5.25117e-09	
17000.000000	0.00153323	17000.000000	0.000964415	17000.000000	0.000501936	17000.000000	0.000501476	17000.000000	0.000964411	17000.000000	4.9598e-09	
18000.000000	0.00163377	18000.000000	0.00100124	18000.000000	0.00050453	18000.000000	0.000504079	18000.000000	0.00100123	18000.000000	4.69986e-09	
19000.000000	0.00173733	19000.000000	0.001038  	19000.000000	0.000506976	19000.000000	0.000506541	19000.000000	0.001038  	19000.000000	4.46648e-09	
20000.000000	0.00184393	20000.000000	0.0010747 	20000.000000	0.000509288	20000.000000	0.000508877	20000.000000	0.0010747 	20000.000000	4.25575e-09	
21000.000000	0.00195356	21000.000000	0.00111135	21000.000000	0.000511484	21000.000000	0.000511096	21000.000000	0.00111134	21000.000000	4.06451e-09	
22000.000000	0.00206623	22000.000000	0.00114793	22000.000000	0.000513586	22000.000000	0.000513211	22000.000000	0.00114792	22000.000000	3.89015e-09	
23000.000000	0.00218195	23000.000000	0.00118445	23000.000000	0.000515603	23000.000000	0.000515229	23000.000000	0.00118444	23000.000000	3.73051e-09	
24000.000000	0.00230073	24000.000000	0.00122091	24000.000000	0.000517533	24000.000000	0.000517159	24000.000000	0.0012209 	24000.000000	3.58378e-09	
25000.000000	0.00242258	25000.000000	0.00125731	25000.000000	0.000519373	25000.000000	0.000519008	25000.000000	0.00125731	25000.000000	3.44845e-09	
26000.000000	0.00254751	26000.000000	0.00129365	26000.000000	0.000521141	26000.000000	0.000520782	26000.000000	0.00129365	26000.000000	3.32323e-09	
27000.000000	0.00267553	27000.000000	0.00132994	27000.000000	0.000522847	27000.000000	0.000522485	27000.000000	0.00132993	27000.000000	3.20701e-09	
28000.000000	0.00280666	28000.000000	0.00136616	28000.000000	0.000524487	28000.000000	0.000524125	28000.000000	0.00136616	28000.000000	3.09886e-09	
29000.000000	0.0029409 	29000.000000	0.00140234	29000.000000	0.000526059	29000.000000	0.000525704	29000.000000	0.00140233	29000.000000	2.99795e-09	
30000.000000	0.00307828	30000.000000	0.00143845	30000.000000	0.000527567	30000.000000	0.000527227	30000.000000	0.00143845	30000.000000	2.90357e-09	
32000.000000	0.00336248	32000.000000	0.00151053	32000.000000	0.000530426	32000.000000	0.00053012	32000.000000	0.00151053	32000.000000	2.732e-09 	
34000.000000	0.00365939	34000.000000	0.00158241	34000.000000	0.00053311	34000.000000	0.000532829	34000.000000	0.00158241	34000.000000	2.58006e-09	
36000.000000	0.00396914	36000.000000	0.00165409	36000.000000	0.000535636	36000.000000	0.000535374	36000.000000	0.00165409	36000.000000	2.44452e-09	
38000.000000	0.00429183	38000.000000	0.00172559	38000.000000	0.00053802	38000.000000	0.000537774	38000.000000	0.00172559	38000.000000	2.32285e-09	
40000.000000	0.00462762	40000.000000	0.00179691	40000.000000	0.000540274	40000.000000	0.000540045	40000.000000	0.00179691	40000.000000	2.21301e-09	
42000.000000	0.00497663	42000.000000	0.00186806	42000.000000	0.000542412	42000.000000	0.000542198	42000.000000	0.00186806	42000.000000	2.11333e-09	
44000.000000	0.005339  	44000.000000	0.00193905	44000.000000	0.000544443	44000.000000	0.000544245	44000.000000	0.00193904	44000.000000	2.02247e-09	
46000.000000	0.00571488	46000.000000	0.00200988	46000.000000	0.000546378	46000.000000	0.000546195	46000.000000	0.00200988	46000.000000	1.93928e-09	
48000.000000	0.00610439	48000.000000	0.00208056	48000.000000	0.000548223	48000.000000	0.000548058	48000.000000	0.00208056	48000.000000	1.86283e-09	
50000.000000	0.00650769	50000.000000	0.0021511 	50000.000000	0.000549985	50000.000000	0.00054984	50000.000000	0.0021511 	50000.000000	1.79233e-09	
